evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,symmetry_score,smoothness_score,durability_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
43,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.5672758768017512,0.4346160925203016,0.5672758768017512,0.9751369148949541,0.9017862996080562,0.9751369148949541,0.12563879686319582,0.606092235461157,0.8398973764686594,0.606092235461157,Web openings are too large; keep a remaining ligament larger than 0.126 in.,,,,,,,,,,,,,,
44,True,1020.4000649363201,0.0,0.12833813198217178,12.791374782278417,0.006893588523712772,11.291374782278417,0.8793845982631666,5.267513212615471e-33,0.009288013206091544,0.0,Load Case 2,5.0,1.0984374254223856,0.7601999011966167,1.0984374254223856,1.3135844865773578,1.235532026408006,1.3135844865773578,0.0966758149188933,0.04318199946072693,0.26799512955205884,0.04318199946072693,,98.55606951451905,4.0,24.148690301101993,4.0,0.0024368889023909848,4.0,0.0008820412943469601,186.06287756475783,5.0,12.791374782278417,5.0,0.006893588523712772,4.21,0.0026204423243123
45,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.474383288522948,0.5119221449102785,0.474383288522948,0.462847921722135,0.677369126271691,0.462847921722135,0.09462841078788749,0.8412890304273111,0.03308847421230162,0.8412890304273111,Web openings are too large; keep a remaining ligament larger than 0.095 in.,,,,,,,,,,,,,,
46,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.6213285248139178,0.4019736745374782,0.6213285248139178,0.7427348736386281,1.3499010380569485,0.7427348736386281,0.10155898013167873,0.8235429315695333,0.4194511502046925,0.8235429315695333,Web openings are too large; keep a remaining ligament larger than 0.102 in.,,,,,,,,,,,,,,
47,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.37125049322592046,0.905020920303652,0.37125049322592046,1.3655098068360254,0.446590931047793,1.3655098068360254,0.1284033319902977,0.4403439294384974,0.3801818732421535,0.4403439294384974,Web openings are too large; keep a remaining ligament larger than 0.128 in.,,,,,,,,,,,,,,
48,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.4280562756193279,0.3595284986044508,0.4280562756193279,1.2794730743652742,1.1653842720156464,1.2794730743652742,0.07835226648881985,0.38374092036778845,0.8757272985789799,0.38374092036778845,Web openings are too large; keep a remaining ligament larger than 0.078 in.,,,,,,,,,,,,,,
49,True,272.1584792262115,0.0,0.09949413802691433,7.328975422057393,0.01880991020896938,5.828975422057393,0.6725893617911762,1.3771906272251172e-32,0.026476813214483568,0.0,Load Case 2,5.0,0.7982715536816016,0.4795484661601501,0.7982715536816016,0.9939539690299648,1.2675658588868837,0.9939539690299648,0.11052479877964659,0.6869872552217688,0.0032044573547946693,0.6869872552217688,,113.3470268702865,4.0,20.997462974689707,4.0,0.003352697229513209,4.0,0.001290345239517954,324.7384338112414,5.0,7.328975422057393,5.0,0.01880991020896938,4.19,0.007068230430213457
50,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.43543541175024125,0.3856000719522656,0.43543541175024125,0.9441566235496895,0.984633842858364,0.9441566235496895,0.1357421438915216,0.8480916285014523,0.7656899351176429,0.8480916285014523,Web openings are too large; keep a remaining ligament larger than 0.136 in.,,,,,,,,,,,,,,
51,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.821005034866944,0.7195869756542108,0.821005034866944,0.6287774424954934,1.0330899585765212,0.6287774424954934,0.10563640920459025,0.748901724706816,0.513832176998782,0.748901724706816,Web openings are too large; keep a remaining ligament larger than 0.106 in.,,,,,,,,,,,,,,
52,False,224.55898276523496,0.0,0.06225874169822273,6.791391929752361,0.01156928162178614,5.291391929752361,0.6720133740987535,4.8823413414463086e-33,0.0050117540472607875,0.005387747648012457,Load Case 2,5.0,0.9063210888229138,0.7686339275008313,0.9063210888229138,1.133543089798517,1.2283890428025683,1.133543089798517,0.06027564932802676,0.21732278043529993,0.6500513068256553,0.21732278043529993,Durability check failed: minimum shell area ratio 0.148 is below 0.180.,174.47638885860303,4.0,13.640814184484125,4.0,0.004239244479590979,4.0,0.001586773889021044,350.44362401961735,5.0,6.791391929752361,5.0,0.01156928162178614,4.25,0.004632522039629827
